15-10-2020 10:17:59 | 15-10-2020 10:17:59 |  | Connect SignalR 1
15-10-2020 10:25:38 | 15-10-2020 10:25:38 |  | Connect SignalR 1
15-10-2020 10:27:48 | 15-10-2020 10:27:48 |  | Connect SignalR 1
15-10-2020 15:05:29 | 15-10-2020 15:05:29 |  | Connect SignalR 1
15-10-2020 15:13:27 | 15-10-2020 15:13:27 |  | Connect SignalR 1
15-10-2020 15:17:18 | 15-10-2020 15:17:18 |  | Connect SignalR 1
15-10-2020 15:34:39 | 15-10-2020 15:34:39 |  | Connect SignalR 1
15-10-2020 16:16:18 | 15-10-2020 16:16:18 |  | Connect SignalR 1
15-10-2020 16:25:25 | 15-10-2020 16:25:25 |  | Connect SignalR 1
15-10-2020 16:34:01 | 15-10-2020 16:34:01 |  | Connect SignalR 1
15-10-2020 16:40:31 | 15-10-2020 16:40:31 |  | Connect SignalR 1
