24-11-2020 14:14:33 | 24-11-2020 14:14:33 |  | Connect SignalR 1
24-11-2020 17:53:35 | 24-11-2020 17:53:35 |  | Connect SignalR 1
24-11-2020 18:03:41 | 24-11-2020 18:03:41 |  | Connect SignalR 1
24-11-2020 18:10:05 | 24-11-2020 18:10:05 |  | Connect SignalR 1
24-11-2020 18:14:55 | 24-11-2020 18:14:55 |  | Connect SignalR 1
24-11-2020 18:18:18 | 24-11-2020 18:18:18 |  | Connect SignalR 1
24-11-2020 18:22:27 | 24-11-2020 18:22:27 |  | Connect SignalR 1
24-11-2020 18:43:24 | 24-11-2020 18:43:24 |  | Connect SignalR 1
24-11-2020 18:49:48 | 24-11-2020 18:49:48 |  | Connect SignalR 1
24-11-2020 18:53:04 | 24-11-2020 18:53:04 |  | Connect SignalR 1
24-11-2020 18:57:58 | 24-11-2020 18:57:58 |  | Connect SignalR 1
24-11-2020 19:11:49 | 24-11-2020 19:11:49 |  | Connect SignalR 1
