01-11-2021 09:41:21 | 01-11-2021 09:41:21 |  | Connect SignalR 1
01-11-2021 11:25:26 | 01-11-2021 11:25:26 |  | Connect SignalR 1
01-11-2021 11:28:09 | 01-11-2021 11:28:09 |  | Connect SignalR 1
01-11-2021 11:29:30 | 01-11-2021 11:29:30 |  | Connect SignalR 1
01-11-2021 11:44:42 | 01-11-2021 11:44:42 |  | Connect SignalR 1
01-11-2021 12:45:33 | 01-11-2021 12:45:33 |  | Connect SignalR 1
01-11-2021 13:08:20 | 01-11-2021 13:08:20 |  | Connect SignalR 1
01-11-2021 13:42:45 | 01-11-2021 13:42:45 |  | Connect SignalR 1
01-11-2021 14:35:14 | 01-11-2021 14:35:14 |  | Connect SignalR 1
01-11-2021 14:50:14 | 01-11-2021 14:50:14 |  | Connect SignalR 1
01-11-2021 15:54:23 | 01-11-2021 15:54:23 |  | Connect SignalR 1
01-11-2021 16:37:53 | 01-11-2021 16:37:53 |  | before validation check
01-11-2021 16:37:54 | 01-11-2021 16:37:54 |  | after validation validation check
01-11-2021 16:37:54 | 01-11-2021 16:37:54 |  | start delete column list
01-11-2021 16:37:54 | 01-11-2021 16:37:54 |  | end delete column list
01-11-2021 16:37:54 | 01-11-2021 16:37:54 |  | create  table object
01-11-2021 16:37:54 | 01-11-2021 16:37:54 |  | start  feed process  
01-11-2021 16:37:54 | FeedProcessId: 6514 | FeedProcessDetailId: 6986 | end  feed process  
01-11-2021 16:37:54 | 01-11-2021 16:37:54 |  | end  feed process
01-11-2021 16:37:54 | 01-11-2021 16:37:54 |  | update  table object
01-11-2021 16:37:54 | 01-11-2021 16:37:54 |  | update end  table object
01-11-2021 16:37:54 | 01-11-2021 16:37:54 |  | add  table object
01-11-2021 16:37:54 | 01-11-2021 16:37:54 |  | add end  table object
01-11-2021 16:37:54 | 01-11-2021 16:37:54 |  | end  updaterow count object
01-11-2021 16:37:54 | 01-11-2021 16:37:54 |  | end  for loop object
01-11-2021 16:37:54 | 01-11-2021 16:37:54 |  | Start Save Testcase
01-11-2021 16:37:55 | 01-11-2021 16:37:55 |  | Complete Save Testcase
01-11-2021 17:38:30 | 01-11-2021 17:38:30 |  | Connect SignalR 1
01-11-2021 17:42:28 | 01-11-2021 17:42:28 |  | Connect SignalR 1
01-11-2021 17:44:48 | 01-11-2021 17:44:48 |  | Connect SignalR 1
01-11-2021 17:46:02 | 01-11-2021 17:46:02 |  | Connect SignalR 1
01-11-2021 17:53:44 | 01-11-2021 17:53:44 |  | Connect SignalR 1
