29-11-2021 10:04:10 | 29-11-2021 10:04:10 |  | Connect SignalR 1
29-11-2021 10:47:11 | 29-11-2021 10:47:11 |  | Connect SignalR 1
29-11-2021 13:29:17 | 29-11-2021 13:29:17 |  | Connect SignalR 1
29-11-2021 14:49:07 | 29-11-2021 14:49:07 |  | Connect SignalR 1
29-11-2021 14:56:17 | 29-11-2021 14:56:17 |  | Connect SignalR 1
29-11-2021 15:00:05 | 29-11-2021 15:00:05 |  | Connect SignalR 1
29-11-2021 15:22:31 | 29-11-2021 15:22:31 |  | Connect SignalR 1
29-11-2021 15:28:05 | 29-11-2021 15:28:05 |  | Connect SignalR 1
29-11-2021 15:28:37 | 29-11-2021 15:28:37 |  | Connect SignalR 1
29-11-2021 15:35:41 | 29-11-2021 15:35:41 |  | Connect SignalR 1
29-11-2021 15:41:28 | 29-11-2021 15:41:28 |  | Connect SignalR 1
29-11-2021 15:46:51 | 29-11-2021 15:46:51 |  | Connect SignalR 1
29-11-2021 15:50:39 | 29-11-2021 15:50:39 |  | Connect SignalR 1
29-11-2021 16:12:24 | 29-11-2021 16:12:24 |  | Connect SignalR 1
29-11-2021 17:55:11 | 29-11-2021 17:55:11 |  | Connect SignalR 1
