24-09-2021 13:42:35 | 24-09-2021 13:42:35 |  | Connect SignalR 1
24-09-2021 13:59:00 | 24-09-2021 13:59:00 |  | before validation check
24-09-2021 13:59:01 | 24-09-2021 13:59:01 |  | after validation validation check
24-09-2021 13:59:01 | 24-09-2021 13:59:01 |  | start delete column list
24-09-2021 13:59:01 | 24-09-2021 13:59:01 |  | end delete column list
24-09-2021 13:59:01 | 24-09-2021 13:59:01 |  | create  table object
24-09-2021 13:59:02 | 24-09-2021 13:59:02 |  | start  feed process  
24-09-2021 13:59:02 | FeedProcessId: 6433 | FeedProcessDetailId: 6905 | end  feed process  
24-09-2021 13:59:02 | 24-09-2021 13:59:02 |  | end  feed process
24-09-2021 13:59:02 | 24-09-2021 13:59:02 |  | update  table object
24-09-2021 13:59:02 | 24-09-2021 13:59:02 |  | update end  table object
24-09-2021 13:59:02 | 24-09-2021 13:59:02 |  | add  table object
24-09-2021 13:59:02 | 24-09-2021 13:59:02 |  | add end  table object
24-09-2021 13:59:02 | 24-09-2021 13:59:02 |  | end  updaterow count object
24-09-2021 13:59:02 | 24-09-2021 13:59:02 |  | end  for loop object
24-09-2021 13:59:02 | 24-09-2021 13:59:02 |  | Start Save Testcase
24-09-2021 13:59:02 | 24-09-2021 13:59:02 |  | Complete Save Testcase
