02-09-2021 13:12:17 | 02-09-2021 13:12:17 |  | Connect SignalR 1
02-09-2021 13:13:37 | 02-09-2021 13:13:37 |  | before validation check
02-09-2021 13:13:39 | 02-09-2021 13:13:39 |  | after validation validation check
02-09-2021 13:13:39 | 02-09-2021 13:13:39 |  | start delete column list
02-09-2021 13:13:39 | 02-09-2021 13:13:39 |  | end delete column list
02-09-2021 13:13:39 | 02-09-2021 13:13:39 |  | create  table object
02-09-2021 13:13:39 | 02-09-2021 13:13:39 |  | start  feed process  
02-09-2021 13:13:39 | FeedProcessId: 6353 | FeedProcessDetailId: 6825 | end  feed process  
02-09-2021 13:13:39 | 02-09-2021 13:13:39 |  | end  feed process
02-09-2021 13:13:39 | 02-09-2021 13:13:39 |  | update  table object
02-09-2021 13:13:59 | 02-09-2021 13:13:59 |  | before validation check
02-09-2021 13:14:01 | 02-09-2021 13:14:01 |  | after validation validation check
02-09-2021 13:14:01 | 02-09-2021 13:14:01 |  | start delete column list
02-09-2021 13:14:01 | 02-09-2021 13:14:01 |  | end delete column list
02-09-2021 13:14:01 | 02-09-2021 13:14:01 |  | create  table object
02-09-2021 13:14:01 | 02-09-2021 13:14:01 |  | start  feed process  
02-09-2021 13:14:01 | FeedProcessId: 6355 | FeedProcessDetailId: 6827 | end  feed process  
02-09-2021 13:14:01 | 02-09-2021 13:14:01 |  | end  feed process
02-09-2021 13:14:01 | 02-09-2021 13:14:01 |  | update  table object
02-09-2021 13:15:23 | 02-09-2021 13:15:23 |  | before validation check
02-09-2021 13:15:24 | 02-09-2021 13:15:24 |  | after validation validation check
02-09-2021 13:15:24 | 02-09-2021 13:15:24 |  | start delete column list
02-09-2021 13:15:24 | 02-09-2021 13:15:24 |  | end delete column list
02-09-2021 13:15:24 | 02-09-2021 13:15:24 |  | create  table object
02-09-2021 13:15:24 | 02-09-2021 13:15:24 |  | start  feed process  
02-09-2021 13:15:24 | FeedProcessId: 6357 | FeedProcessDetailId: 6829 | end  feed process  
02-09-2021 13:15:24 | 02-09-2021 13:15:24 |  | end  feed process
02-09-2021 13:15:24 | 02-09-2021 13:15:24 |  | update  table object
02-09-2021 13:16:42 | 02-09-2021 13:16:42 |  | Connect SignalR 1
02-09-2021 13:17:22 | 02-09-2021 13:17:22 |  | before validation check
02-09-2021 13:17:23 | 02-09-2021 13:17:23 |  | after validation validation check
02-09-2021 13:17:23 | 02-09-2021 13:17:23 |  | start delete column list
02-09-2021 13:17:23 | 02-09-2021 13:17:23 |  | end delete column list
02-09-2021 13:17:23 | 02-09-2021 13:17:23 |  | create  table object
02-09-2021 13:17:23 | 02-09-2021 13:17:23 |  | start  feed process  
02-09-2021 13:17:23 | FeedProcessId: 6359 | FeedProcessDetailId: 6831 | end  feed process  
02-09-2021 13:17:23 | 02-09-2021 13:17:23 |  | end  feed process
02-09-2021 13:17:23 | 02-09-2021 13:17:23 |  | update  table object
02-09-2021 13:17:23 | 02-09-2021 13:17:23 |  | update end  table object
02-09-2021 13:17:23 | 02-09-2021 13:17:23 |  | add  table object
02-09-2021 13:17:23 | 02-09-2021 13:17:23 |  | add end  table object
02-09-2021 13:17:23 | 02-09-2021 13:17:23 |  | end  updaterow count object
02-09-2021 13:17:23 | 02-09-2021 13:17:23 |  | end  for loop object
02-09-2021 13:17:23 | 02-09-2021 13:17:23 |  | Start Save Testcase
02-09-2021 13:17:24 | 02-09-2021 13:17:24 |  | Complete Save Testcase
