07-10-2020 10:32:47 | 07-10-2020 10:32:47 |  | Connect SignalR 1
07-10-2020 10:43:21 | 07-10-2020 10:43:21 |  | Connect SignalR 1
07-10-2020 10:49:43 | 07-10-2020 10:49:43 |  | Connect SignalR 1
07-10-2020 11:22:46 | 07-10-2020 11:22:46 |  | Connect SignalR 1
07-10-2020 12:30:02 | 07-10-2020 12:30:02 |  | Connect SignalR 1
07-10-2020 12:31:47 | 07-10-2020 12:31:47 |  | Connect SignalR 1
07-10-2020 12:49:27 | 07-10-2020 12:49:27 |  | Connect SignalR 1
07-10-2020 12:50:05 | 07-10-2020 12:50:05 |  | Connect SignalR 1
07-10-2020 12:52:36 | 07-10-2020 12:52:36 |  | Connect SignalR 1
07-10-2020 12:54:00 | 07-10-2020 12:54:00 |  | Connect SignalR 1
07-10-2020 12:55:28 | 07-10-2020 12:55:28 |  | Connect SignalR 1
07-10-2020 12:56:12 | 07-10-2020 12:56:12 |  | Connect SignalR 1
07-10-2020 12:59:49 | 07-10-2020 12:59:49 |  | Connect SignalR 1
