09-12-2020 08:15:01 | 09-12-2020 08:15:01 |  | Refresh result
09-12-2020 13:27:41 | 09-12-2020 13:27:41 |  | Connect SignalR 1
09-12-2020 13:40:35 | 09-12-2020 13:40:35 |  | Refresh result
09-12-2020 13:45:45 | 09-12-2020 13:45:45 |  | Refresh result
09-12-2020 14:54:24 | 09-12-2020 14:54:24 |  | Connect SignalR 1
09-12-2020 14:57:00 | 09-12-2020 14:57:00 |  | Connect SignalR 1
09-12-2020 14:57:32 | 09-12-2020 14:57:32 |  | Connect SignalR 1
09-12-2020 14:59:50 | 09-12-2020 14:59:50 |  | Connect SignalR 1
09-12-2020 15:00:43 | 09-12-2020 15:00:43 |  | Connect SignalR 1
09-12-2020 19:24:58 | 09-12-2020 19:24:58 |  | Connect SignalR 1
09-12-2020 19:31:53 | 09-12-2020 19:31:53 |  | Connect SignalR 1
09-12-2020 19:32:41 | 09-12-2020 19:32:41 |  | Connect SignalR 1
09-12-2020 19:33:20 | 09-12-2020 19:33:20 |  | Connect SignalR 1
09-12-2020 19:33:51 | 09-12-2020 19:33:51 |  | Connect SignalR 1
09-12-2020 19:51:03 | 09-12-2020 19:51:03 |  | Connect SignalR 1
09-12-2020 19:52:25 | 09-12-2020 19:52:25 |  | Connect SignalR 1
09-12-2020 19:57:59 | 09-12-2020 19:57:59 |  | Connect SignalR 1
09-12-2020 20:01:29 | 09-12-2020 20:01:29 |  | Connect SignalR 1
09-12-2020 20:04:01 | 09-12-2020 20:04:01 |  | Connect SignalR 1
09-12-2020 20:11:57 | 09-12-2020 20:11:57 |  | Connect SignalR 1
09-12-2020 20:16:24 | 09-12-2020 20:16:24 |  | Connect SignalR 1
09-12-2020 20:18:33 | 09-12-2020 20:18:33 |  | Connect SignalR 1
09-12-2020 20:21:39 | 09-12-2020 20:21:39 |  | Connect SignalR 1
