20-10-2020 01:36:05 | 20-10-2020 01:36:05 |  | Refresh result
20-10-2020 09:58:24 | 20-10-2020 09:58:24 |  | Refresh result
20-10-2020 11:57:56 | 20-10-2020 11:57:56 |  | Connect SignalR 1
20-10-2020 12:28:33 | 20-10-2020 12:28:33 |  | Refresh result
20-10-2020 12:47:21 | 20-10-2020 12:47:21 |  | Refresh result
20-10-2020 12:53:55 | 20-10-2020 12:53:55 |  | Refresh result
20-10-2020 13:04:49 | 20-10-2020 13:04:49 |  | Refresh result
20-10-2020 16:49:42 | 20-10-2020 16:49:42 |  | Connect SignalR 1
20-10-2020 17:01:48 | 20-10-2020 17:01:48 |  | Connect SignalR 1
20-10-2020 17:02:35 | 20-10-2020 17:02:35 |  | Connect SignalR 1
20-10-2020 17:34:50 | 20-10-2020 17:34:50 |  | Connect SignalR 1
